beschreibung,alter,leistung,nutzung,schaltung,tank,co2,alles,verkaufer,ort,nation,price (euro),km,consumption (per 100km),brand,users
T8 Twin Business Plus AWD Aut.,"Elektr. Fensterheber, ESP, Regensensor, Allrad, USB, Servolenkung, Zentralverriegelung",288 kW (392 PS),Gebraucht,Automatik,Elektro/Benzin,- (g/km),"HybridVolvo S90 T8 Twin Business Plus AWD Aut.Elektr. Fensterheber, ESP, Regensensor, Allrad, USB, Servolenkung, Zentralverriegelung€ 38.885,-40.345 km08/2019288 kW (392 PS)Gebraucht- (Fahrzeughalter)AutomatikElektro/Benzin2 l/100 km (komb.)- (g/km)",CRESTANEVADA MALAGA,Contáctanos en: • ES-29004 MALAGA,spanien,,40345,2,Volvo,0
2.0TDI DPF S line edition 150,"Seitenairbag, Getönte Scheiben, Freisprecheinrichtung, Bluetooth, Fahrerairbag, Bordcomputer, Zentralverriegelung",110 kW (150 PS),Gebraucht,Schaltgetriebe,Diesel,- (g/km),"Audi A4 2.0TDI DPF S line edition 150Seitenairbag, Getönte Scheiben, Freisprecheinrichtung, Bluetooth, Fahrerairbag, Bordcomputer, Zentralverriegelung€ 13.999,-184.340 km10/2014110 kW (150 PS)Gebraucht- (Fahrzeughalter)SchaltgetriebeDiesel4,5 l/100 km (komb.)- (g/km)",General Car’s,Contáctanos en: • ES-12220 ONDA,spanien,13999,184340,"4,5",Audi,0
-CLASS 3.0 4MATIC AUTO 333 2P,"Tempomat, Getönte Scheiben, Seitenairbag",245 kW (333 PS),Gebraucht,Automatik,Benzin,- (g/km),"ZurückWeiter1 / 30Mercedes-Benz E 400 -CLASS 3.0 4MATIC AUTO 333 2PTempomat, Getönte Scheiben, SeitenairbagMerkenTeilen€ 46.000,-81.036 km06/2018245 kW (333 PS)Gebraucht- (Fahrzeughalter)AutomatikBenzin- (l/100 km)- (g/km)",AUTOVIDAL,Contáctanos en: • ES-07009 PALMA DE MALLORCA,spanien,46000,81036,,Mercedes-Benz,0
520dA,"Alarmanlage, Traktionskontrolle, Regensensor, Seitenairbag, Zentralverriegelung, Elektr. Fensterheber, Fahrerairbag",140 kW (190 PS),Gebraucht,Automatik,Diesel,- (g/km),"ZurückWeiter1 / 23BMW 520 520dAAlarmanlage, Traktionskontrolle, Regensensor, Seitenairbag, Zentralverriegelung, Elektr. Fensterheber, Fahrerairbag€ 25.500,-98.000 km04/2017140 kW (190 PS)Gebraucht- (Fahrzeughalter)AutomatikDiesel4,3 l/100 km (komb.)- (g/km)",GUPICAR AUTO MADRID,Contáctanos en: • ES-28649 ROZAS DE PUERTO REAL,spanien,25500,98000,"4,3",BMW,0
Coupe d Coupe AMG Line,03/2016,125 kW (170 PS),Gebraucht,Automatik,Diesel,- (g/km),"Mercedes-Benz C 220 Coupe d Coupe AMG Line€ 32.900,-60.300 km03/2016125 kW (170 PS)Gebraucht- (Fahrzeughalter)AutomatikDiesel- (l/100 km)- (g/km)","TERRENAUTO, concesionario oficial Mercedes-Benz",Contáctanos en: • ES-7800 IBIZA,spanien,32900,60300,,Mercedes-Benz,0
1.6 CRDi VGT 128cv Drive,"Getönte Scheiben, Nebelscheinwerfer, Zentralverriegelung, ABS",94 kW (128 PS),Gebraucht,Automatik,Diesel,- (g/km),"Kia Ceed / cee'd 1.6 CRDi VGT 128cv DriveGetönte Scheiben, Nebelscheinwerfer, Zentralverriegelung, ABS€ 11.634,-88.000 km06/201594 kW (128 PS)Gebraucht- (Fahrzeughalter)AutomatikDiesel4,3 l/100 km (komb.)- (g/km)",RENAULT AUTOFER,Contáctanos en: • ES-28100 ALCOBENDAS,spanien,11634,88000,"4,3",Kia,0
1.5 TSI 150,"ESP, Sportsitze, Elektr. Fensterheber, Klimaautomatik, Servolenkung, Regensensor, Tempomat, Isofix",110 kW (150 PS),Gebraucht,Schaltgetriebe,Benzin,- (g/km),"Cupra Formentor 1.5 TSI 150ESP, Sportsitze, Elektr. Fensterheber, Klimaautomatik, Servolenkung, Regensensor, Tempomat, Isofix€ 25.800,-31.000 km05/2021110 kW (150 PS)Gebraucht- (Fahrzeughalter)SchaltgetriebeBenzin5,4 l/100 km (komb.)- (g/km)",AUTOCENTRO IGARA,Contáctanos en: • ES-20018 DONOSTIA,spanien,25800,31000,"5,4",Cupra,0
M550dA xDrive,"Klimaautomatik, Alarmanlage, Allrad, Seitenairbag, Elektr. Fensterheber, Tempomat, Fahrerairbag",294 kW (400 PS),Gebraucht,Automatik,Diesel,- (g/km),"BMW M5 M550dA xDriveKlimaautomatik, Alarmanlage, Allrad, Seitenairbag, Elektr. Fensterheber, Tempomat, Fahrerairbag€ 27.572,-57.780 km11/2017294 kW (400 PS)Gebraucht- (Fahrzeughalter)AutomatikDiesel5,9 l/100 km (komb.)- (g/km)",AUTOHERO SEVILLA,Contáctanos en: • ES-41001 SEVILLA,spanien,27572,57780,"5,9",BMW,0
1.0 DIG-T 114cv DCT 7 Vel. Tekna,06/2022,84 kW (114 PS),Tageszulassung,Automatik,Benzin,- (g/km),"Nissan Juke 1.0 DIG-T 114cv DCT 7 Vel. Tekna€ 27.700,-2.000 km06/202284 kW (114 PS)Tageszulassung- (Fahrzeughalter)AutomatikBenzin6,1 l/100 km (komb.)- (g/km)",RENAULT PEÑALARA AUTO,Contáctanos en: • ES-40006 Segovia,spanien,27700,2000,"6,1",Nissan,0
2.0TDI S tronic 110kW,"Getönte Scheiben, Start/Stop-Automatik, Airbag hinten, ABS, Seitenairbag, Klimaautomatik, Fahrerairbag, Servolenkung",110 kW (150 PS),Gebraucht,Automatik,Diesel,- (g/km),"Audi A4 2.0TDI S tronic 110kWGetönte Scheiben, Start/Stop-Automatik, Airbag hinten, ABS, Seitenairbag, Klimaautomatik, Fahrerairbag, Servolenkung€ 21.999,-60.802 km05/2018110 kW (150 PS)Gebraucht- (Fahrzeughalter)AutomatikDiesel4 l/100 km (komb.)- (g/km)",WORLD CARS MURCIA,Contáctanos en: • ES-30100 ESPINARDO,spanien,21999,60802,4,Audi,0
2.0BlueHDi S&S Performance Line 150,"Panoramadach, Klimaautomatik",110 kW (150 PS),Gebraucht,Schaltgetriebe,Diesel,- (g/km),"DS Automobiles DS 5 2.0BlueHDi S&S Performance Line 150Panoramadach, Klimaautomatik€ 17.590,-56.735 km06/2018110 kW (150 PS)Gebraucht- (Fahrzeughalter)SchaltgetriebeDiesel4,3 l/100 km (komb.)- (g/km)",CLICARS MADRID,Contáctanos en: • ES-28021 MADRID,spanien,17590,56735,"4,3",DS,0
SEDAN 2.0 TDI 110KW R-LINE EXCLUSIVE 150 4P,Vehículos revisados y con la calidad de Grupo Huertas,110 kW (150 PS),Gebraucht,Schaltgetriebe,Diesel,- (g/km),"Volkswagen Passat SEDAN 2.0 TDI 110KW R-LINE EXCLUSIVE 150 4PVehículos revisados y con la calidad de Grupo Huertas€ 25.800,-50.725 km09/2018110 kW (150 PS)Gebraucht- (Fahrzeughalter)SchaltgetriebeDiesel- (l/100 km)- (g/km)",HUERTAS MOTOR VOLKSWAGEN CARTAGENA,Contáctanos en: • ES-30314 CARTAGENA,spanien,25800,50725,,Volkswagen,0
1.5D S&S GS Line,11/2022,81 kW (110 PS),Tageszulassung,Schaltgetriebe,Diesel,- (g/km),"Opel Mokka 1.5D S&S GS Line€ 22.990,-1 km11/202281 kW (110 PS)Tageszulassung- (Fahrzeughalter)SchaltgetriebeDiesel3,8 l/100 km (komb.)- (g/km)","CITROEN, PEUGEOT, OPEL PALAUSA Zamora",Contáctanos en: • ES-49024 ZAMORA,spanien,22990,1,"3,8",Opel,0
Carrera 4 Cabriolet PDK,01/2007,257 kW (349 PS),Gebraucht,Automatik,Benzin,- (g/km),"Porsche 991 Carrera 4 Cabriolet PDK€ 41.990,-169.683 km01/2007257 kW (349 PS)Gebraucht- (Fahrzeughalter)AutomatikBenzin8,7 l/100 km (komb.)- (g/km)",DURSAN VALENCIA,Contáctanos en: • ES-28025 VALENCIA,spanien,41990,169683,"8,7",Porsche,0
2.0CDTI ecoFlex Cosmo 160,"MP3, Bluetooth, Zentralverriegelung, Servolenkung, Klimaautomatik, ABS, Nebelscheinwerfer",118 kW (160 PS),Gebraucht,Schaltgetriebe,Diesel,- (g/km),"Opel Insignia 2.0CDTI ecoFlex Cosmo 160MP3, Bluetooth, Zentralverriegelung, Servolenkung, Klimaautomatik, ABS, Nebelscheinwerfer€ 6.500,-150.000 km06/2009118 kW (160 PS)Gebraucht- (Fahrzeughalter)SchaltgetriebeDiesel5,2 l/100 km (komb.)- (g/km)",AUTOMOVILES JAMAL,Contáctanos en: • ES-30740 SAN PEDRO DEL PINATAR,spanien,6500,150000,"5,2",Opel,0
DIG-T 116kW Xtronic N-Connecta,02/2022,116 kW (158 PS),Gebraucht,Automatik,Elektro/Benzin,- (g/km),"HybridNissan Qashqai DIG-T 116kW Xtronic N-Connecta€ 28.050,-17.657 km02/2022116 kW (158 PS)Gebraucht- (Fahrzeughalter)AutomatikElektro/Benzin6,4 l/100 km (komb.)- (g/km)",GAMBOA OCASION,Contáctanos en: • ES-28914 MADRID,spanien,,17657,"6,4",Nissan,0
2.8CRD Edición Especial S 177 Aut.,"Nebelscheinwerfer, Sitzheizung, Isofix, Servolenkung, Seitenairbag, Klimaautomatik, Fahrerairbag, ESP",131 kW (178 PS),Gebraucht,Automatik,Diesel,- (g/km),"Lancia Voyager 2.8CRD Edición Especial S 177 Aut.Nebelscheinwerfer, Sitzheizung, Isofix, Servolenkung, Seitenairbag, Klimaautomatik, Fahrerairbag, ESP€ 20.100,-149.000 km01/2014131 kW (178 PS)Gebraucht- (Fahrzeughalter)AutomatikDiesel7,9 l/100 km (komb.)- (g/km)",ESTIL AUTO,Contáctanos en: • ES-08205 SABADELL,spanien,20100,149000,"7,9",Lancia,0
1.4 TFSI S line edition 110kW,"Getönte Scheiben, Seitenairbag, Klimaautomatik, Airbag hinten, Servolenkung, Fahrerairbag, Elektr. Fensterheber, Traktionskontrolle",110 kW (150 PS),Gebraucht,Automatik,Benzin,- (g/km),"Audi A4 1.4 TFSI S line edition 110kWGetönte Scheiben, Seitenairbag, Klimaautomatik, Airbag hinten, Servolenkung, Fahrerairbag, Elektr. Fensterheber, Traktionskontrolle€ 28.572,-29.501 km02/2020110 kW (150 PS)Gebraucht- (Fahrzeughalter)AutomatikBenzin5,2 l/100 km (komb.)- (g/km)",AUTOHERO MÁLAGA,Contáctanos en: • ES-29730 Rincón de la Victoria,spanien,28572,29501,"5,2",Audi,0
2.0 TGDI N Performance Sky 275,LIBRO REVISIONES+ MANTENIMIENTO OK+ENTREGAS TODA ESPAÑA,202 kW (275 PS),Gebraucht,Schaltgetriebe,Benzin,- (g/km),"Hyundai i30 2.0 TGDI N Performance Sky 275LIBRO REVISIONES+ MANTENIMIENTO OK+ENTREGAS TODA ESPAÑA€ 25.985,-58.744 km05/2019202 kW (275 PS)Gebraucht- (Fahrzeughalter)SchaltgetriebeBenzin7,1 l/100 km (komb.)- (g/km)",REKORD MOTOR,Contáctanos en: • ES-08830 SANT BOI DE LLOBREGAT,spanien,25985,58744,"7,1",Hyundai,0
2.0 TSI Cupra,"Alufelgen, Alarmanlage, Sportfahrwerk, CD, Seitenairbag, Isofix, MP3, Getönte Scheiben",177 kW (241 PS),Gebraucht,Schaltgetriebe,Benzin,- (g/km),"SEAT Leon 2.0 TSI CupraAlufelgen, Alarmanlage, Sportfahrwerk, CD, Seitenairbag, Isofix, MP3, Getönte Scheiben€ 12.499,-99.000 km12/2007177 kW (241 PS)Gebraucht- (Fahrzeughalter)SchaltgetriebeBenzin8,3 l/100 km (komb.)- (g/km)",CUARTE MOTOR,Contáctanos en: • ES-50410 CUARTE DE HUERVA,spanien,12499,99000,"8,3",SEAT,0
W D22T Premium 4x2,"Alufelgen, Klimaautomatik",131 kW (178 PS),Gebraucht,Schaltgetriebe,Diesel,- (g/km),"SsangYong REXTON W D22T Premium 4x2Alufelgen, Klimaautomatik€ 17.190,-75.048 km12/2017131 kW (178 PS)Gebraucht- (Fahrzeughalter)SchaltgetriebeDiesel6,8 l/100 km (komb.)- (g/km)",CLICARS MADRID,Contáctanos en: • ES-28021 MADRID,spanien,17190,75048,"6,8",SsangYong,0
TCe GPF Energy Limited 66kW,"Alufelgen, Klimaautomatik",66 kW (90 PS),Gebraucht,Schaltgetriebe,Benzin,- (g/km),"Renault Clio TCe GPF Energy Limited 66kWAlufelgen, Klimaautomatik€ 10.790,-60.535 km11/201866 kW (90 PS)Gebraucht- (Fahrzeughalter)SchaltgetriebeBenzin4,7 l/100 km (komb.)- (g/km)",CLICARS MADRID,Contáctanos en: • ES-28021 MADRID,spanien,10790,60535,"4,7",Renault,0
3.0sdA,"Seitenairbag, Bordcomputer, Tempomat, Multifunktionslenkrad, Servolenkung, Klimaautomatik, Fahrerairbag, Zentralverriegelung",210 kW (286 PS),Gebraucht,Automatik,Diesel,- (g/km),"ZurückWeiter1 / 16BMW X5 3.0sdASeitenairbag, Bordcomputer, Tempomat, Multifunktionslenkrad, Servolenkung, Klimaautomatik, Fahrerairbag, ZentralverriegelungMerkenTeilen€ 21.000,-162.834 km07/2014210 kW (286 PS)Gebraucht- (Fahrzeughalter)AutomatikDiesel8,2 l/100 km (komb.)- (g/km)",LABASAMURCIA,Contáctanos en: • ES-30007 MURCIA,spanien,21000,162834,"8,2",BMW,0
100H 1.5 Active,"Klimaautomatik, Beifahrerairbag, Wegfahrsperre, Seitenairbag, Tempomat, Zentralverriegelung, Servolenkung",73 kW (99 PS),Gebraucht,Automatik,Elektro/Benzin,- (g/km),"ZurückWeiter1 / 16 HybridToyota Yaris 100H 1.5 ActiveKlimaautomatik, Beifahrerairbag, Wegfahrsperre, Seitenairbag, Tempomat, Zentralverriegelung, Servolenkung€ 16.390,-67.799 km10/201873 kW (99 PS)Gebraucht- (Fahrzeughalter)AutomatikElektro/Benzin3,7 l/100 km (komb.)- (g/km)",FERIA VIRTUAL VO LEXUS Y TOYOTA MADRID,Contáctanos en: • ES-28050 MADRID,spanien,,67799,"3,7",Toyota,0
,"ESP, Servolenkung, Elektr. Fensterheber, Fahrerairbag, Tempomat, Zentralverriegelung, Regensensor, ABS",266 kW (362 PS),Gebraucht,Automatik,Elektro/Benzin,- (g/km),"HybridBMW i8 ESP, Servolenkung, Elektr. Fensterheber, Fahrerairbag, Tempomat, Zentralverriegelung, Regensensor, ABS€ 64.609,-53.150 km06/2017266 kW (362 PS)Gebraucht- (Fahrzeughalter)AutomatikElektro/Benzin2,1 l/100 km (komb.)- (g/km)",OCASIONPLUS SANTANDER,Contáctanos en: • ES-39600 Maliaño,spanien,,53150,"2,1",BMW,0
2.0TDI BMT Sport 4Motion 140,"Sportsitze, Zentralverriegelung, Seitenairbag, Getönte Scheiben, Bluetooth, Regensensor, Elektr. Fensterheber",103 kW (140 PS),Gebraucht,Schaltgetriebe,Diesel,- (g/km),"Volkswagen Tiguan 2.0TDI BMT Sport 4Motion 140Sportsitze, Zentralverriegelung, Seitenairbag, Getönte Scheiben, Bluetooth, Regensensor, Elektr. Fensterheber€ 17.499,-46.524 km02/2014103 kW (140 PS)Gebraucht- (Fahrzeughalter)SchaltgetriebeDiesel5,8 l/100 km (komb.)- (g/km)",AUTOHERO MÁLAGA,Contáctanos en: • ES-29730 Rincón de la Victoria,spanien,17499,46524,"5,8",Volkswagen,0
PureTech 60KW (82CV) FEEL,"Alufelgen, Klimaautomatik",60 kW (82 PS),Gebraucht,Schaltgetriebe,Benzin,- (g/km),"Citroen C3 PureTech 60KW (82CV) FEELAlufelgen, Klimaautomatik€ 10.890,-61.392 km06/201960 kW (82 PS)Gebraucht- (Fahrzeughalter)SchaltgetriebeBenzin4,7 l/100 km (komb.)- (g/km)",CLICARS MADRID,Contáctanos en: • ES-28021 MADRID,spanien,10890,61392,"4,7",Citroen,0
Coupé 2.0 TFSI,Bordcomputer,147 kW (200 PS),Gebraucht,Schaltgetriebe,Benzin,- (g/km),"Audi TT Coupé 2.0 TFSIBordcomputer€ 10.990,-183.865 km02/2009147 kW (200 PS)Gebraucht- (Fahrzeughalter)SchaltgetriebeBenzin- (l/100 km)- (g/km)",AUTOMOTOR DURSAN BURGOS,Contáctanos en: • ES-09001 BURGOS,spanien,10990,183865,,Audi,0
180H Advance,04/2022,135 kW (184 PS),Gebraucht,Automatik,Elektro/Benzin,- (g/km),"HybridToyota C-HR 180H Advance€ 26.490,-13.977 km04/2022135 kW (184 PS)Gebraucht- (Fahrzeughalter)AutomatikElektro/Benzin- (l/100 km)- (g/km)",TOYOTA NIMO GORDILLO,Contáctanos en: • ES-41007 SEVILLA,spanien,,13977,,Toyota,0
220CDI BE Sport 7G-DCT,05/2019,125 kW (170 PS),Gebraucht,Automatik,Diesel,- (g/km),"Mercedes-Benz B 220 220CDI BE Sport 7G-DCT€ 28.950,-12.300 km05/2019125 kW (170 PS)Gebraucht- (Fahrzeughalter)AutomatikDiesel4,3 l/100 km (komb.)- (g/km)","ELITE MOTOR AXARQUIA, S.L.",Contáctanos en: • ES-29700 VELEZ,spanien,28950,12300,"4,3",Mercedes-Benz,0
xDrive 40dA,"Seitenairbag, Xenonscheinwerfer, Nebelscheinwerfer, ABS, Start/Stop-Automatik, Tempomat, Regensensor",225 kW (306 PS),Gebraucht,Automatik,Diesel,- (g/km),"BMW X6 xDrive 40dASeitenairbag, Xenonscheinwerfer, Nebelscheinwerfer, ABS, Start/Stop-Automatik, Tempomat, Regensensor€ 23.200,-197.000 km09/2012225 kW (306 PS)Gebraucht- (Fahrzeughalter)AutomatikDiesel7,5 l/100 km (komb.)- (g/km)",MB & CARS MURCIA,Contáctanos en: • ES-30007 CASILLAS,spanien,23200,197000,"7,5",BMW,0
DIG-T 116kW (158CV) mHEV 4x2 Tekna,03/2022,116 kW (158 PS),Gebraucht,Schaltgetriebe,Elektro/Benzin,- (g/km),"HybridNissan Qashqai DIG-T 116kW (158CV) mHEV 4x2 Tekna€ 28.224,-14.674 km03/2022116 kW (158 PS)Gebraucht- (Fahrzeughalter)SchaltgetriebeElektro/Benzin6,5 l/100 km (komb.)- (g/km)",GAMBOA OCASION,Contáctanos en: • ES-28914 MADRID,spanien,,14674,"6,5",Nissan,0
Carrera Coupé,"Alarmanlage, Elektrische Seitenspiegel, Fahrerairbag, Alufelgen",221 kW (300 PS),Gebraucht,Schaltgetriebe,Benzin,- (g/km),"Porsche 996 Carrera CoupéAlarmanlage, Elektrische Seitenspiegel, Fahrerairbag, Alufelgen€ 26.990,-184.000 km01/1999221 kW (300 PS)Gebraucht- (Fahrzeughalter)SchaltgetriebeBenzin12 l/100 km (komb.)- (g/km)",GESTICAN AUTOMOVILES,Contáctanos en: • ES-35010 LAS PALMAS DE GRAN CANARIA,spanien,26990,184000,12,Porsche,0
2.0TDI quattro DPF,"Allrad, Fahrerairbag, Alarmanlage, Klimaautomatik, ESP",103 kW (140 PS),Gebraucht,Schaltgetriebe,Diesel,- (g/km),"Audi A4 2.0TDI quattro DPFAllrad, Fahrerairbag, Alarmanlage, Klimaautomatik, ESP€ 6.400,-169.800 km03/2007103 kW (140 PS)Gebraucht- (Fahrzeughalter)SchaltgetriebeDiesel6,7 l/100 km (komb.)- (g/km)",OLVERA CARS 2017,Contáctanos en: • ES-17230 GIRONA,spanien,6400,169800,"6,7",Audi,0
2.0 TSI Performance DSG 230,"ESP, Elektrische Seitenspiegel, Sportfahrwerk, Isofix, Alarmanlage, Wegfahrsperre, Bordcomputer, Sportsitze",169 kW (230 PS),Gebraucht,Automatik,Benzin,- (g/km),"Volkswagen Golf GTI 2.0 TSI Performance DSG 230ESP, Elektrische Seitenspiegel, Sportfahrwerk, Isofix, Alarmanlage, Wegfahrsperre, Bordcomputer, Sportsitze€ 20.000,-105.600 km10/2016169 kW (230 PS)Gebraucht- (Fahrzeughalter)AutomatikBenzin6,4 l/100 km (komb.)- (g/km)",GESTIONCAR Montmeló,Contáctanos en: • ES-08160 MONTMELÓ,spanien,20000,105600,"6,4",Volkswagen,0
2.0TD4 SE 4x4 150,"Allrad, Regensensor, Isofix, Alarmanlage, Klimaautomatik, Airbag hinten",110 kW (150 PS),Gebraucht,Automatik,Diesel,- (g/km),"Land Rover Discovery Sport 2.0TD4 SE 4x4 150Allrad, Regensensor, Isofix, Alarmanlage, Klimaautomatik, Airbag hinten€ 28.385,-50.654 km06/2017110 kW (150 PS)Gebraucht- (Fahrzeughalter)AutomatikDiesel5,1 l/100 km (komb.)- (g/km)",CRESTANEVADA MALAGA,Contáctanos en: • ES-29004 MALAGA,spanien,28385,50654,"5,1",Land,0
3.7 GT 328,"Elektr. Fensterheber, Alarmanlage, Servolenkung, Zentralverriegelung, Start/Stop-Automatik",241 kW (328 PS),Gebraucht,Schaltgetriebe,Benzin,- (g/km),"Nissan 370Z 3.7 GT 328Elektr. Fensterheber, Alarmanlage, Servolenkung, Zentralverriegelung, Start/Stop-Automatik€ 29.478,-9.573 km02/2018241 kW (328 PS)Gebraucht- (Fahrzeughalter)SchaltgetriebeBenzin12,5 l/100 km (komb.)- (g/km)",OCASIONPLUS SANTANDER,Contáctanos en: • ES-39600 Maliaño,spanien,29478,9573,"12,5",Nissan,0
-CLASS 3.0 4MATIC AUTO 333 2P,"Tempomat, Getönte Scheiben, Seitenairbag",245 kW (333 PS),Gebraucht,Automatik,Benzin,- (g/km),"Mercedes-Benz E 400 -CLASS 3.0 4MATIC AUTO 333 2PTempomat, Getönte Scheiben, Seitenairbag€ 46.000,-81.036 km06/2018245 kW (333 PS)Gebraucht- (Fahrzeughalter)AutomatikBenzin- (l/100 km)- (g/km)",AUTOVIDAL,Contáctanos en: • ES-07009 PALMA DE MALLORCA,spanien,46000,81036,,Mercedes-Benz,0
520dA,"Alarmanlage, Traktionskontrolle, Regensensor, Seitenairbag, Zentralverriegelung, Elektr. Fensterheber, Fahrerairbag",140 kW (190 PS),Gebraucht,Automatik,Diesel,- (g/km),"BMW 520 520dAAlarmanlage, Traktionskontrolle, Regensensor, Seitenairbag, Zentralverriegelung, Elektr. Fensterheber, Fahrerairbag€ 25.500,-98.000 km04/2017140 kW (190 PS)Gebraucht- (Fahrzeughalter)AutomatikDiesel4,3 l/100 km (komb.)- (g/km)",GUPICAR AUTO MADRID,Contáctanos en: • ES-28649 ROZAS DE PUERTO REAL,spanien,25500,98000,"4,3",BMW,0
Coupe d Coupe AMG Line,03/2016,125 kW (170 PS),Gebraucht,Automatik,Diesel,- (g/km),"Mercedes-Benz C 220 Coupe d Coupe AMG Line€ 32.900,-60.300 km03/2016125 kW (170 PS)Gebraucht- (Fahrzeughalter)AutomatikDiesel- (l/100 km)- (g/km)","TERRENAUTO, concesionario oficial Mercedes-Benz",Contáctanos en: • ES-7800 IBIZA,spanien,32900,60300,,Mercedes-Benz,0
1.6 CRDi VGT 128cv Drive,"Getönte Scheiben, Nebelscheinwerfer, Zentralverriegelung, ABS",94 kW (128 PS),Gebraucht,Automatik,Diesel,- (g/km),"Kia Ceed / cee'd 1.6 CRDi VGT 128cv DriveGetönte Scheiben, Nebelscheinwerfer, Zentralverriegelung, ABS€ 11.634,-88.000 km06/201594 kW (128 PS)Gebraucht- (Fahrzeughalter)AutomatikDiesel4,3 l/100 km (komb.)- (g/km)",RENAULT AUTOFER,Contáctanos en: • ES-28100 ALCOBENDAS,spanien,11634,88000,"4,3",Kia,0
1.5 TSI 150,"ESP, Sportsitze, Elektr. Fensterheber, Klimaautomatik, Servolenkung, Regensensor, Tempomat, Isofix",110 kW (150 PS),Gebraucht,Schaltgetriebe,Benzin,- (g/km),"Cupra Formentor 1.5 TSI 150ESP, Sportsitze, Elektr. Fensterheber, Klimaautomatik, Servolenkung, Regensensor, Tempomat, Isofix€ 25.800,-31.000 km05/2021110 kW (150 PS)Gebraucht- (Fahrzeughalter)SchaltgetriebeBenzin5,4 l/100 km (komb.)- (g/km)",AUTOCENTRO IGARA,Contáctanos en: • ES-20018 DONOSTIA,spanien,25800,31000,"5,4",Cupra,0
Rav4 2.5 VVT-I 145KW HYBRID ADVANCE AUTO 5P,02/2018,145 kW (197 PS),Gebraucht,Automatik,Elektro/Benzin,- (g/km),"ZurückWeiter1 / 13 HybridToyota RAV 4 Rav4 2.5 VVT-I 145KW HYBRID ADVANCE AUTO 5PMerkenTeilen€ 20.900,-133.860 km02/2018145 kW (197 PS)Gebraucht- (Fahrzeughalter)AutomatikElektro/Benzin5 l/100 km (komb.)- (g/km)",SKODA MOGADEALER,Contáctanos en: • ES-12004 CASTELLON,spanien,,133860,5,Toyota,0
540iA,"Seitenairbag, ABS",250 kW (340 PS),Gebraucht,Automatik,Benzin,- (g/km),"ZurückWeiter1 / 25BMW 540 540iASeitenairbag, ABS€ 48.500,-45.043 km11/2017250 kW (340 PS)Gebraucht- (Fahrzeughalter)AutomatikBenzin7,1 l/100 km (komb.)- (g/km)",MASERATI MOTORDROME,Contáctanos en: • ES-29006 Malaga,spanien,48500,45043,"7,1",BMW,0
D3 150,"Klimaautomatik, Elektr. Fensterheber, Seitenairbag, Fahrerairbag, Wegfahrsperre, Zentralverriegelung, Servolenkung",110 kW (150 PS),Gebraucht,Schaltgetriebe,Diesel,- (g/km),"Volvo V40 Cross Country D3 150Klimaautomatik, Elektr. Fensterheber, Seitenairbag, Fahrerairbag, Wegfahrsperre, Zentralverriegelung, Servolenkung€ 17.742,-118.000 km04/2018110 kW (150 PS)Gebraucht- (Fahrzeughalter)SchaltgetriebeDiesel4,7 l/100 km (komb.)- (g/km)",SoloSuv,Contáctanos en: • ES-15893 SANTIAGO DE COMPOSTELA,spanien,17742,118000,"4,7",Volvo,0
1.4 T-GDi Business 103kW (140CV) DCT,"Klimaautomatik, Alufelgen",103 kW (140 PS),Gebraucht,Automatik,Benzin,- (g/km),"Kia XCeed 1.4 T-GDi Business 103kW (140CV) DCTKlimaautomatik, Alufelgen€ 20.890,-18.505 km09/2020103 kW (140 PS)Gebraucht- (Fahrzeughalter)AutomatikBenzin6,8 l/100 km (komb.)- (g/km)",CLICARS MADRID,Contáctanos en: • ES-28021 MADRID,spanien,20890,18505,"6,8",Kia,0
e 4Matic,"Regensensor, Fahrerairbag, Elektr. Fensterheber, Allrad, ABS, Seitenairbag, Zentralverriegelung",330 kW (449 PS),Gebraucht,Automatik,Elektro/Benzin,- (g/km),"HybridMercedes-Benz GLE 500 e 4MaticRegensensor, Fahrerairbag, Elektr. Fensterheber, Allrad, ABS, Seitenairbag, Zentralverriegelung€ 34.490,-152.686 km02/2016330 kW (449 PS)Gebraucht- (Fahrzeughalter)AutomatikElektro/Benzin3,3 l/100 km (komb.)- (g/km)",BOX AUTO MADRID,Contáctanos en: • ES-28806 ALCALÁ DE HENARES,spanien,,152686,"3,3",Mercedes-Benz,0
2.0TDI Sport edition 110kW,"Getönte Scheiben, Seitenairbag, Fahrerairbag, Klimaautomatik, Servolenkung, ABS, Traktionskontrolle",110 kW (150 PS),Gebraucht,Schaltgetriebe,Diesel,- (g/km),"Audi Q3 2.0TDI Sport edition 110kWGetönte Scheiben, Seitenairbag, Fahrerairbag, Klimaautomatik, Servolenkung, ABS, Traktionskontrolle€ 21.900,-70.400 km06/2017110 kW (150 PS)Gebraucht- (Fahrzeughalter)SchaltgetriebeDiesel4,6 l/100 km (komb.)- (g/km)","AUTOS J. RIVADA R., S.L.U.",Contáctanos en: • ES-36418 MOS,spanien,21900,70400,"4,6",Audi,0
